,loan_amnt,loan_status,person_income
5263,13000,0,46800
5264,5500,0,25000
5265,5500,0,25200
5266,5500,0,26400
5267,7000,0,46932
5268,11000,0,46976
5269,5500,1,26784
5270,5500,0,27996
5271,9600,0,47000
5272,5500,0,28800
5273,5500,0,30000
5274,5500,0,30000
5275,7000,1,41000
5276,5500,0,30000
5277,12000,0,47000
5278,7000,0,47000
5279,5500,0,33000
5280,3000,0,47000
5281,6600,0,47000
5282,10600,0,47000
5283,5500,0,33000
5284,8000,0,47000
5285,4000,0,47000
5286,5400,0,47000
5287,5500,0,33900
5288,5500,0,33996
5289,5500,0,34000
5290,5500,0,34000
5291,12500,0,47000
5292,10400,0,47000
5293,5500,0,36000
5294,5500,0,36000
5295,5500,0,36500
5296,5500,0,37000
5297,5500,0,38400
5298,6000,0,47000
5299,5500,0,38500
5300,3000,0,47000
5301,15000,0,47000
5302,15000,0,47000
5303,5500,0,40440
5304,13850,0,47000
5305,3000,0,47000
5306,5500,1,37000
5307,5500,0,43000
5308,5500,1,37004
5309,5500,0,44400
5310,15000,0,47000
5311,6000,0,47000
5312,6000,0,47000
5313,5500,0,45000
5314,5500,0,48000
5315,5500,0,48000
5316,5500,0,48880
5317,5500,1,44000
5318,5500,0,50000
5319,7000,0,47000
5320,7000,0,47000
5321,7500,0,47000
5322,5500,0,54000
5323,5500,0,54000
5324,5500,0,55000
5325,5500,0,56000
5326,9000,0,47000
5327,5500,1,51000
5328,5500,0,57000
5329,5500,1,51600
5330,5500,0,59000
5331,10000,1,41000
5332,5500,0,60000
5333,10000,0,47000
5334,12000,0,47000
5335,5000,1,41000
5336,5500,0,62000
5337,5500,0,62400
5338,6600,1,41000
5339,5500,0,62472
5340,5500,0,64000
5341,5500,0,72000
5342,5500,0,72996
5343,5500,0,73700
5344,5525,0,90000
5345,4000,0,47100
5346,11000,0,47110
5347,5550,1,22000
5348,5550,0,24000
5349,5550,1,31000
5350,5550,0,47004
5351,7000,0,47200
5352,5575,0,20485
5353,10000,0,47211
5354,5575,0,28800
5355,11500,1,41244
5356,5600,1,14400
5357,5600,1,18000
5358,6000,0,47300
5359,9500,0,47300
5360,5600,1,19200
5361,5600,1,19800
5362,5600,0,20000
5363,6500,0,47412
5364,20000,0,47472
5365,5600,0,24000
5366,5325,0,47484
5367,5600,0,25000
5368,5600,0,25000
5369,5600,0,26000
5370,12000,0,47500
5371,6000,0,47500
5372,5600,1,28000
5373,13750,0,47500
5374,5600,1,30000
5375,5600,0,30000
5376,5600,0,30996
5377,7000,0,47500
5378,5600,0,32000
5379,5600,0,33600
5380,12250,0,47540
5381,4000,0,47580
5382,14000,0,47580
5383,5600,1,29004
5384,5600,0,36000
5385,18000,1,41682
5386,12375,0,47700
5387,5600,0,36276
5388,5600,0,38000
5389,4500,0,47748
5390,15000,0,47760
5391,1500,0,47800
5392,15000,0,47800
5393,5600,1,33000
5394,5600,0,40000
5395,5600,0,40000
5396,5600,0,40800
5397,5600,0,41000
5398,5600,0,42000
5399,15000,0,47952
5400,5600,0,43860
5401,11000,0,48000
5402,5600,1,39000
5403,7350,0,48000
5404,2200,0,48000
5405,5600,0,47700
5406,5600,0,48000
5407,5600,0,48000
5408,5600,0,50000
5409,5600,0,50000
5410,5600,0,50004
5411,5600,0,51000
5412,5600,0,52000
5413,3200,1,42000
5414,5600,0,52800
5415,5600,0,54000
5416,10000,0,48000
5417,5600,0,54000
5418,2400,0,48000
5419,5600,0,55692
5420,5600,0,56000
5421,5600,0,56000
5422,5600,0,56000
5423,23500,0,48000
5424,12000,0,48000
5425,5600,0,60000
5426,5600,0,60000
5427,5600,0,60000
5428,5600,0,62000
5429,1500,0,48000
5430,5600,0,63000
5431,5600,1,60500
5432,5600,0,68515
5433,2000,0,48000
5434,5600,0,69000
5435,5000,0,48000
5436,2500,0,48000
5437,5600,0,69996
5438,5600,0,70000
5439,20000,0,48000
5440,13800,0,48000
5441,5600,0,70000
5442,5600,0,72000
5443,10500,0,48000
5444,10000,0,48000
5445,6000,0,48000
5446,5600,1,58650
5447,5600,0,79000
5448,5600,0,81600
5449,19000,1,42000
5450,5600,0,89610
5451,2500,0,48000
5452,5600,0,102552
5453,5625,0,25000
5454,3500,0,48000
5455,5650,0,51000
5456,2000,0,48000
5457,1400,0,48000
5458,4400,0,48000
5459,5650,0,67200
5460,5700,1,11476
5461,5700,0,35000
5462,5700,0,37000
5463,13000,0,48000
5464,5700,0,46000
5465,5000,0,48000
5466,5700,0,52500
5467,5750,1,17000
5468,5750,0,34000
5469,10000,0,48000
5470,5750,0,45900
5471,5750,0,70000
5472,10000,0,48000
5473,5750,0,85000
5474,4400,0,48000
5475,5750,0,147750
5476,5775,1,30900
5477,3000,0,48000
5478,5775,0,120000
5479,5800,1,18000
5480,3200,0,48000
5481,5800,0,20400
5482,5800,0,25000
5483,4200,0,48000
5484,5000,0,48000
5485,5800,0,27000
5486,5800,0,27252
5487,4000,0,48000
5488,5800,0,35020
5489,4800,0,48000
5490,5800,0,41300
5491,5000,0,48000
5492,3200,0,48000
5493,1000,0,48000
5494,5800,0,45000
5495,8000,0,48000
5496,1800,1,42000
5497,5800,0,144000
5498,3600,0,48000
5499,5825,1,12000
5500,5825,0,25000
5501,5825,0,26000
5502,10500,1,42000
5503,5825,0,50000
5504,4000,0,48000
5505,7000,0,48000
5506,4000,0,48000
5507,5850,0,60000
5508,4800,0,48000
5509,5875,1,19200
5510,5875,0,40000
5511,5875,0,49680
5512,5875,0,56000
5513,5900,1,14400
5514,5900,0,23000
5515,5900,0,30000
5516,5900,0,36800
5517,5925,1,34000
5518,5950,0,20124
5519,15000,0,48000
5520,5950,0,29376
5521,12000,0,48000
5522,4500,0,48000
5523,5950,0,78000
5524,5975,1,46000
5525,6000,1,12000
5526,6000,1,13440
5527,6000,1,14880
5528,6000,1,15000
5529,6000,1,15000
5530,6000,1,16000
5531,4800,0,48000
5532,6000,1,16800
5533,6000,1,17376
5534,10000,0,48000
5535,6000,1,18000
5536,6000,1,18000
5537,6000,1,18200
5538,6000,1,18996
5539,2000,1,42000
5540,3500,0,48000
5541,6000,1,19000
5542,6000,1,19200
5543,6000,1,19200
5544,6000,1,19200
5545,6000,1,19200
5546,6500,0,48000
5547,6000,0,20000
5548,17000,0,48000
5549,3000,0,48000
5550,6000,0,20400
5551,6000,0,21300
5552,2550,0,48000
5553,6000,0,21600
5554,6000,1,21600
5555,6000,0,21640
5556,6000,0,21812
5557,6000,0,21996
5558,9600,0,48000
5559,6000,0,22600
5560,6000,1,22800
5561,9600,0,48000
5562,6000,0,22880
5563,6000,0,22884
5564,6000,0,23000
5565,4000,0,48000
5566,6000,1,23040
5567,6000,0,23198
5568,6000,0,24000
5569,4000,0,48000
5570,6000,0,24000
5571,7350,0,48000
5572,6000,0,24000
5573,1200,0,48000
5574,6000,0,24000
5575,6000,0,24000
5576,3200,0,48000
5577,18250,1,42000
5578,6000,0,24000
5579,15000,0,48000
5580,24250,0,48000
5581,7000,0,48000
5582,5000,0,48000
5583,6000,0,24000
5584,6000,1,24000
5585,6000,0,24996
5586,6000,0,24996
5587,6000,0,25000
5588,6500,0,48000
5589,6000,1,25000
5590,6000,0,25000
5591,15000,0,48000
5592,15000,0,48000
5593,6000,0,25200
5594,4200,0,48000
5595,5500,0,48000
5596,6000,0,25200
5597,6000,1,25200
5598,12000,0,48000
5599,6000,0,25200
5600,6000,0,25200
5601,6000,0,25800
5602,6000,0,26000
5603,6000,0,26400
5604,7800,0,48000
5605,6000,0,26400
5606,6000,0,26400
5607,6000,0,26500
5608,7500,0,48000
5609,6000,0,26500
5610,6000,0,26780
5611,6000,0,27000
5612,3500,1,42000
5613,6000,0,27000
5614,2800,0,48000
5615,6000,0,27031
5616,3100,0,48000
5617,6000,0,27040
5618,15750,0,48000
5619,6000,0,27600
5620,4400,0,48000
5621,16750,0,48000
5622,6000,0,48000
5623,8000,0,48000
5624,6000,1,28000
5625,6000,0,28000
5626,6000,0,28000
5627,10000,0,48000
5628,6000,0,28000
5629,6000,0,28284
5630,10800,0,48000
5631,6000,0,28675
5632,6000,0,28800
5633,6000,1,28800
5634,6000,0,28800
5635,6000,1,28800
5636,6000,0,29000
5637,6000,0,29000
5638,6000,0,29000
5639,6000,0,29000
5640,6000,0,29000
5641,2800,0,48000
5642,6000,0,29820
5643,6000,0,30000
5644,10400,0,48000
5645,6000,0,30000
5646,6000,1,30000
5647,9925,0,48000
5648,6000,0,30000
5649,7800,0,48000
5650,6000,0,30000
5651,10000,0,48000
5652,6000,0,30000
5653,6000,0,30000
5654,6000,0,30000
5655,6000,0,30000
5656,1300,0,48000
5657,4800,0,48000
5658,2400,0,48000
5659,7000,0,48000
5660,6000,0,30000
5661,6000,0,30000
5662,5000,0,48000
5663,5000,0,48000
5664,6000,0,30000
5665,6000,1,30000
5666,6000,0,30000
5667,6000,1,30000
5668,6000,0,30000
5669,6000,0,30000
5670,6000,0,30000
5671,6000,0,30000
5672,3500,0,48000
5673,6000,0,30000
5674,6000,0,30000
5675,9500,0,48152
5676,6000,0,31000
5677,20000,0,48235
5678,6000,0,48360
5679,6000,0,31200
5680,6000,1,31200
5681,6000,1,31200
5682,6000,0,31200
5683,6000,0,31680
5684,6000,1,32000
5685,13000,0,48500
5686,6000,0,48500
5687,6000,0,32000
5688,6000,1,32000
5689,19500,1,48500
5690,7000,1,42500
5691,6000,1,32000
5692,13500,0,48526
5693,6000,1,32004
5694,5000,0,48600
5695,6000,1,32124
5696,6000,0,32496
5697,6000,0,48600
5698,19000,0,48600
5699,6000,1,33000
5700,6000,0,33000
5701,8000,0,48661
5702,6000,0,33276
5703,6000,0,33280
5704,6000,0,33600
5705,6000,1,33650
5706,3500,0,48732
5707,9000,0,48800
5708,6000,0,33996
5709,10300,0,48852
5710,6000,0,34000
5711,6000,0,34000
5712,10000,0,48960
5713,6000,1,34000
5714,5000,0,48996
5715,6000,0,34039
5716,10525,0,48996
5717,6000,1,29000
5718,6000,0,35000
5719,12000,1,42996
5720,6000,1,29000
5721,6000,0,35000
5722,6000,0,35004
5723,6000,1,29004
5724,6000,1,29004
5725,9600,0,49000
5726,4000,1,43000
5727,3500,0,49000
5728,10000,1,43000
5729,6000,1,29364
5730,3000,1,43000
5731,4000,0,49000
5732,6000,0,35392
5733,7000,0,49000
5734,6000,1,29916
5735,2700,0,49000
5736,2400,0,49000
5737,2400,0,49000
5738,18225,0,49000
5739,20000,0,49000
5740,6000,1,30000
5741,6000,1,30000
5742,6000,0,36000
5743,16750,0,49000
5744,6000,1,30000
5745,6000,0,49000
5746,14000,0,49000
5747,6000,0,36000
5748,3500,0,49000
5749,2500,0,49000
5750,6000,0,36000
5751,6000,0,36000
5752,6000,0,36000
5753,4000,0,49000
5754,8500,0,49000
5755,6000,0,36000
5756,6000,0,36000
5757,7000,0,49000
5758,6000,1,30000
5759,6000,0,36000
5760,20000,0,49000
5761,7000,0,49000
5762,6000,0,36000
5763,2400,0,49032
5764,3000,0,49140
5765,3000,0,49152
5766,6000,0,36000
5767,6000,1,30000
5768,6000,1,30000
5769,6000,1,30000
5770,21000,0,49200
5771,4800,0,49200
5772,5600,0,49200
5773,6000,1,30000
5774,6000,0,49200
5775,4000,0,49200
5776,10750,0,49200
5777,4800,0,49200
5778,6000,0,36100
5779,6000,0,36250
5780,6000,0,36450
5781,6000,0,36628
5782,6000,0,36852
5783,6000,1,31000
5784,6000,0,37000
5785,8500,0,49344
5786,6000,0,37000
5787,6000,0,37000
5788,12000,0,49441
5789,6000,0,37200
5790,6000,0,37200
5791,6000,0,37500
5792,6000,0,37920
5793,10000,0,49500
5794,6000,1,32000
5795,2400,0,49500
5796,6000,0,38000
5797,6000,0,38000
5798,9250,0,49500
5799,6000,0,38000
5800,6000,0,38000
5801,5200,0,49536
5802,6000,0,38004
5803,8000,1,43590
5804,10000,0,49600
5805,2500,0,49600
5806,10000,0,49600
5807,9000,1,43633
5808,6000,1,33000
5809,12000,0,49713
5810,8000,0,49716
5811,6000,0,39000
5812,6000,0,39000
5813,6000,1,33600
5814,6000,0,39900
5815,6000,0,39996
5816,6000,0,39996
5817,6000,0,39996
5818,3325,0,49920
5819,6000,0,40000
5820,6000,0,40000
5821,10000,0,49920
5822,6000,0,49992
5823,10000,0,49995
5824,6000,0,40000
5825,10000,0,50000
5826,6000,0,40000
5827,6000,0,40000
5828,22000,0,50000
5829,6000,0,40000
5830,10000,0,50000
5831,6000,0,40000
5832,6000,0,40000
5833,20000,0,50000
5834,6000,0,40000
5835,6000,0,40000
5836,6000,0,50000
5837,13000,0,50000
5838,6000,0,40000
5839,6000,0,40000
5840,9000,0,50000
5841,6000,0,40000
5842,6000,0,40000
5843,6000,1,34255
5844,7000,0,50000
5845,6000,0,41000
5846,18650,0,50000
5847,4800,0,50000
5848,6000,0,41000
5849,20000,1,44000
5850,6000,0,41004
5851,6000,0,41124
5852,6000,0,50000
5853,2200,1,44000
5854,6000,1,35196
5855,18650,0,50000
5856,6000,0,42000
5857,6000,0,42000
5858,6000,0,42000
5859,6000,0,42000
5860,17000,0,50000
5861,3000,0,50000
5862,11200,0,50000
5863,6000,0,42000
5864,12500,0,50000
5865,15000,0,50000
5866,6000,0,42000
5867,6000,0,42000
5868,20000,0,50000
5869,6000,0,42996
5870,17000,0,50000
5871,10000,0,50000
5872,8000,0,50000
5873,8000,0,50000
5874,2000,0,50000
5875,3500,0,50000
5876,2600,0,50000
5877,3500,1,44000
5878,6000,0,44000
5879,6000,0,44000
5880,8000,0,50000
5881,6000,0,44000
5882,12600,0,50000
5883,5000,0,50000
5884,10000,0,50000
5885,6000,0,45000
5886,7500,0,50000
5887,20000,0,50000
5888,6000,0,45000
5889,13700,0,50000
5890,6000,1,39000
5891,15000,0,50000
5892,6000,1,39000
5893,10000,0,50000
5894,12000,0,50000
5895,9825,0,50000
5896,6000,0,45000
5897,17200,0,50000
5898,9175,0,50000
5899,6000,1,39000
5900,6000,0,45000
5901,6000,0,45000
5902,6000,0,45000
5903,6000,0,45000
5904,12000,0,50000
5905,7800,0,50000
5906,5400,0,50000
5907,6000,1,39000
5908,6000,0,45000
5909,6000,0,45000
5910,6000,1,39396
5911,3000,0,50000
5912,7200,0,50000
5913,6000,1,39600
5914,15000,0,50000
5915,1000,0,50000
5916,6000,0,46000
5917,22800,0,50000
5918,9000,0,50000
5919,6000,0,46151
5920,8000,0,50000
5921,6000,0,46443
5922,4200,0,50000
5923,8000,0,50000
5924,6000,0,46500
5925,6000,1,40680
5926,6000,0,47000
5927,6400,0,50000
5928,6000,0,47000
5929,6000,0,47000
5930,6000,0,47000
5931,6000,0,47000
5932,6000,0,47000
5933,6000,0,47000
5934,6000,1,41500
5935,14400,0,50000
5936,6000,1,41628
5937,6000,0,47928
5938,5400,1,44000
5939,10000,1,44000
5940,2800,0,50000
5941,6000,1,42000
5942,8000,0,50000
5943,6000,0,48000
5944,6000,0,48000
5945,6000,0,48000
5946,11000,0,50000
5947,12375,0,50000
5948,3600,0,50000
5949,6000,0,48000
5950,6400,1,44000
5951,9800,1,44000
5952,6000,1,42000
5953,6000,0,48000
5954,7500,0,50000
5955,10000,0,50000
5956,9000,0,50000
5957,6000,0,48000
5958,6000,1,42000
5959,2050,0,50000
5960,6000,1,42000
5961,6000,0,48000
5962,6000,0,48500
5963,10000,1,44000
5964,6000,0,49000
5965,6000,0,50000
5966,6000,0,49152
5967,6000,0,49200
5968,8000,0,50000
5969,6000,0,49500
5970,5375,0,50000
5971,6000,0,50000
5972,6000,0,50000
5973,15000,0,50000
5974,6000,0,50000
5975,5000,1,44000
5976,6000,0,50000
5977,6000,0,50000
5978,6000,0,50000
5979,9600,0,50000
5980,6000,0,50000
5981,6000,0,50000
5982,5000,0,50000
5983,3500,0,50000
5984,6000,0,50000
5985,12000,0,50000
5986,6000,0,50000
5987,7000,0,50000
5988,6000,0,50000
5989,6000,0,50000
5990,6000,0,50000
5991,15000,0,50000
5992,6000,0,50000
5993,5000,1,44000
5994,10800,0,50000
5995,4800,0,50000
5996,6000,0,50000
5997,7000,0,50000
5998,6000,0,50000
5999,6400,0,50000
6000,11500,1,44000
6001,6000,0,50508
6002,5000,0,50000
6003,6000,0,50000
6004,6000,0,50650
6005,3000,0,50000
6006,6000,0,50740
6007,6000,1,45000
6008,10000,0,50000
6009,6000,0,51356
6010,6000,0,51500
6011,6000,0,51541
6012,6000,1,45928
6013,6000,0,52000
6014,8000,0,50000
6015,6000,0,52000
6016,6000,0,52000
6017,6000,0,52000
6018,6000,0,52800
6019,6400,0,50000
6020,6000,0,53000
6021,5000,0,50000
6022,6000,0,53000
6023,6000,0,50000
6024,6000,0,53819
6025,6800,0,50000
6026,6000,0,50000
6027,6000,0,54000
6028,6000,0,54000
6029,6000,1,48000
6030,6000,0,54000
6031,6000,0,54000
6032,6000,0,54516
6033,8800,0,50000
6034,12000,0,50000
6035,4000,0,50000
6036,6000,1,48700
6037,6000,0,54996
6038,15000,0,50000
6039,6000,0,55000
6040,6000,0,55000
6041,14400,0,50000
6042,6000,0,55000
6043,6000,0,55000
6044,6000,0,55000
6045,7000,0,50000
6046,6000,0,55000
6047,6000,0,55000
6048,6000,1,49000
6049,6000,0,55000
6050,6000,0,55000
6051,5150,0,50000
6052,12000,0,50000
6053,6000,1,49000
6054,6000,0,55000
6055,6000,0,55000
6056,6000,0,55000
6057,7000,0,50000
6058,6000,1,49200
6059,6000,0,56000
6060,6600,0,50000
6061,6000,0,50000
6062,6000,0,56000
6063,5000,0,50000
6064,12800,0,50000
6065,6000,1,50000
6066,6000,0,57000
6067,6000,0,57000
6068,6000,0,58000
6069,6000,0,58000
6070,15000,0,50000
6071,15250,0,50000
6072,6000,0,58000
6073,6000,1,52800
6074,10000,0,50000
6075,8000,0,50000
6076,6000,0,59366
6077,6000,0,59400
6078,25000,0,50000
6079,6000,0,59785
6080,12800,0,50000
6081,2500,0,50000
6082,6000,0,60000
6083,5600,0,50000
6084,6000,0,60000
6085,6000,1,54000
6086,6000,1,54000
6087,6000,0,60000
6088,6000,1,54000
6089,1800,0,50000
6090,10000,0,50000
6091,9000,0,50000
6092,4800,0,50000
6093,6000,0,60000
6094,1500,0,50000
6095,8000,0,50000
6096,6000,1,54000
6097,6000,0,60000
6098,5000,0,50000
6099,3250,0,50000
6100,8500,1,44000
6101,4000,0,50000
6102,12000,0,50000
6103,6000,0,62000
6104,7125,0,24000
6105,15000,0,50000
6106,7125,0,25279
6107,7125,0,26124
6108,7125,0,70000
6109,10000,0,50000
6110,7100,1,15000
6111,7100,0,25000
6112,5000,0,50000
6113,7100,1,33000
6114,20000,0,50000
6115,7100,1,44400
6116,7100,0,95000
6117,7075,0,96000
6118,2500,0,50000
6119,7025,1,30500
6120,7000,1,10000
6121,18000,0,50000
6122,6000,0,50000
6123,7000,1,15090
6124,7000,1,15600
6125,7000,1,17000
6126,7000,1,18000
6127,6000,0,50000
6128,7000,1,18000
6129,7000,1,18000
6130,6250,0,50000
6131,7000,1,18500
6132,7000,1,19200
6133,7000,1,19200
6134,21000,0,50000
6135,7000,1,21600
6136,7000,1,21600
6137,7000,1,22480
6138,7000,1,22500
6139,7000,1,22680
6140,7000,1,22776
6141,7000,0,50000
6142,7000,1,22884
6143,2000,1,44000
6144,9000,0,50000
6145,10000,0,50000
6146,7000,1,23000
6147,2500,0,50000
6148,7000,0,24000
6149,7000,0,24000
6150,7000,1,24000
6151,2000,0,50000
6152,5000,0,50000
6153,6000,0,50000
6154,5000,0,50000
6155,15000,1,44000
6156,7000,1,24000
6157,7000,0,24996
6158,7000,0,25000
6159,10500,0,50000
6160,6000,0,63000
6161,6000,0,63000
6162,6000,0,63402
6163,6000,1,57500
6164,6000,1,58668
6165,6000,0,65000
6166,6000,0,65000
6167,6000,0,65000
6168,6000,1,59000
6169,15000,1,44000
6170,11000,0,50000
6171,6000,0,65000
6172,6000,1,59000
6173,6000,0,65000
6174,6000,0,65004
6175,6000,0,65004
6176,20000,0,50000
6177,6000,0,65100
6178,6000,0,66000
6179,5550,1,44000
6180,6000,0,66400
6181,6000,0,67644
6182,3000,0,50000
6183,6000,1,62065
6184,12000,1,44000
6185,6000,0,68250
6186,12500,0,50000
6187,6000,0,68496
6188,6000,0,69000
6189,16000,1,44000
6190,6000,0,69000
6191,6000,1,63400
6192,6000,0,69500
6193,9800,0,50000
6194,6000,0,69528
6195,6000,0,69780
6196,6000,0,69996
6197,6000,0,70000
6198,15000,1,44000
6199,6000,0,70000
6200,6400,0,50000
6201,15000,0,50000
6202,6000,0,70000
6203,6000,0,70000
6204,6000,0,50000
6205,11400,0,50000
6206,6000,0,70000
6207,6000,0,70000
6208,4000,0,50000
6209,8600,0,50000
6210,10000,0,50000
6211,10200,0,50000
6212,1000,0,50000
6213,6000,1,65074
6214,5000,0,50000
6215,7500,0,50000
6216,7500,1,44000
6217,6000,1,66000
6218,14000,0,50000
6219,6000,0,72000
6220,6000,0,72000
6221,7500,1,44000
6222,7500,1,44000
6223,6000,0,72000
6224,16000,0,50000
6225,6000,0,73000
6226,13000,0,50000
6227,6000,0,73500
6228,15000,0,50000
6229,6000,1,57800
6230,6000,1,44000
6231,6400,0,50000
6232,20000,0,50000
6233,6000,0,74000
6234,6000,0,74500
6235,6000,0,74970
6236,6000,0,75000
6237,6000,0,75000
6238,6000,0,75000
6239,2700,0,50004
6240,6000,1,69000
6241,10000,0,50004
6242,6000,0,75000
6243,6000,0,75000
6244,10000,0,50004
6245,14000,0,50004
6246,6000,0,78000
6247,6000,0,78000
6248,16000,0,50004
6249,5000,0,50004
6250,5000,0,50004
6251,9000,1,44004
6252,6000,0,80000
6253,6000,0,80490
6254,12000,0,50004
6255,11000,1,44004
6256,6000,0,80607
6257,2500,0,50004
6258,5000,0,50004
6259,6000,0,82000
6260,6000,0,82000
6261,2000,0,50004
6262,11000,0,50004
6263,6000,0,84000
6264,2000,0,50031
6265,6000,0,84000
6266,15000,0,50052
6267,6000,0,84996
6268,1000,0,50112
6269,11400,0,50129
6270,6000,0,85000
6271,5300,0,50205
6272,6000,1,73000
6273,6000,0,86000
6274,10000,0,50280
6275,7000,0,50285
6276,1000,0,50300
6277,6000,0,86000
6278,6000,0,50364
6279,8375,0,50400
6280,24000,0,50400
6281,12000,0,50400
6282,3000,0,50400
6283,6000,0,89772
6284,6000,0,90000
6285,6000,1,78000
6286,6000,1,44400
6287,7000,0,50400
6288,2500,0,50400
6289,11200,0,50400
6290,6000,0,90000
6291,6000,0,90000
6292,6000,1,79650
6293,6000,0,92000
6294,6000,1,81000
6295,12000,0,50400
6296,12000,0,50400
6297,6000,0,50400
6298,6000,0,95000
6299,6000,0,95000
6300,6000,0,50400
6301,6725,0,50400
6302,6000,0,96000
6303,6000,0,96500
6304,6000,0,98000
6305,6000,0,100000
6306,6000,0,50460
6307,3000,0,50496
6308,6000,0,100000
6309,6000,0,100000
6310,6000,0,100000
6311,6000,1,92000
6312,6000,0,105000
6313,6000,0,50500
6314,6000,1,93000
6315,6000,0,105500
6316,6000,1,95000
6317,7500,0,50508
6318,3000,0,50600
6319,8000,0,50648
6320,4500,0,50700
6321,6000,0,120000
6322,6000,0,120000
6323,6000,0,125000
6324,6000,0,140000
6325,6000,0,150000
6326,10000,0,50750
6327,6025,0,38000
6328,6025,0,42000
6329,6075,0,50000
6330,4200,0,50988
6331,16000,0,51000
6332,6150,1,19200
6333,6150,0,35713
6334,10625,1,45000
6335,6150,0,77385
6336,4000,0,51000
6337,10000,0,51000
6338,6200,1,19200
6339,9000,0,51000
6340,6200,1,20000
6341,6000,0,51000
6342,6200,1,26000
6343,10000,0,51000
6344,6200,0,29004
6345,6200,0,39996
6346,6200,0,40000
6347,6200,0,42500
6348,6200,0,45000
6349,8000,0,51000
6350,4000,0,51000
6351,6200,0,46200
6352,15825,0,51000
6353,3000,0,51000
6354,2400,0,51000
6355,6200,0,56000
6356,6200,0,60000
6357,4200,0,51000
6358,12000,0,51000
6359,5000,1,45000
6360,16750,0,51000
6361,6200,0,65000
6362,6200,0,69000
6363,6000,0,51000
6364,12000,0,51000
6365,6200,0,72000
6366,7600,0,51000
6367,6225,0,45000
6368,6225,0,63250
6369,7000,0,51000
6370,10000,0,51000
6371,6250,1,14898
6372,6250,1,16000
6373,9000,0,51000
6374,6250,1,19200
6375,6250,1,19200
6376,6000,0,51000
6377,6250,1,19250
6378,13000,0,51000
6379,6250,0,21000
6380,6250,0,23000
6381,6250,0,23000
6382,7000,0,51000
6383,16000,0,51000
6384,6250,0,24000
6385,6250,0,24000
6386,6250,0,26000
6387,6000,0,51000
6388,6250,1,27000
6389,7000,0,55000
6390,3600,0,51000
6391,7000,0,55000
6392,15200,0,51000
6393,10000,0,51000
6394,10000,0,51000
6395,7000,0,56000
6396,8000,1,45000
6397,7000,0,56000
6398,8500,0,51000
6399,7000,0,56000
6400,7000,1,50000
6401,7000,0,56004
6402,7000,0,57960
6403,7000,1,52000
6404,8000,0,51000
6405,7000,0,60000
6406,2000,0,51024
6407,15000,0,51036
6408,7000,0,60000
6409,7000,0,60000
6410,13000,0,51072
6411,7000,1,54000
6412,15500,0,51168
6413,7000,1,54000
6414,7000,0,60000
6415,7000,0,60000
6416,7000,0,60000
6417,7000,0,60000
6418,11000,0,51300
6419,7000,0,60000
6420,7000,0,60000
6421,11200,0,51300
6422,7000,0,60000
6423,20000,0,51319
6424,7000,0,60000
6425,7000,0,60000
6426,7000,1,54000
6427,7000,0,60000
6428,7000,1,54000
6429,7000,0,60000
6430,7000,0,60140
6431,12000,0,51480
6432,3000,0,51480
6433,4400,1,45480
6434,13800,0,51492
6435,7000,0,60500
6436,15000,0,51500
6437,6300,0,51500
6438,7000,0,62000
6439,9600,0,51500
6440,4000,0,51500
6441,7500,0,51500
6442,7000,0,62000
6443,7200,0,51600
6444,7000,0,63000
6445,7000,0,64000
6446,4200,0,51600
6447,5000,0,51600
6448,7000,0,64600
6449,7000,0,64800
6450,7000,0,65000
6451,7000,0,51600
6452,7000,0,65000
6453,7000,0,65000
6454,15000,0,51600
6455,20000,0,51600
6456,7000,0,65000
6457,12000,0,51669
6458,4000,0,51684
6459,13200,0,51700
6460,7200,0,51800
6461,5000,0,51800
6462,7000,0,65000
6463,10000,0,51852
6464,7000,0,65000
6465,14100,0,51900
6466,7000,0,66000
6467,15000,0,51992
6468,7000,0,66000
6469,7000,0,51996
6470,7000,0,66000
6471,7000,1,60000
6472,18000,0,51996
6473,18000,0,51996
6474,5000,0,51996
6475,12000,0,51996
6476,7000,0,67000
6477,11000,1,45996
6478,7000,0,67550
6479,7000,0,67752
6480,8400,0,51996
6481,7000,0,68700
6482,7000,0,69500
6483,7000,0,70000
6484,6000,0,51996
6485,7000,0,70356
6486,6000,0,51996
6487,9600,0,51996
6488,7000,0,72000
6489,7000,0,72000
6490,7000,0,72000
6491,7000,1,66348
6492,17000,1,45996
6493,7000,0,72700
6494,1500,0,51996
6495,7000,0,75000
6496,7000,0,75000
6497,7000,0,75000
6498,7000,0,75000
6499,9500,1,46000
6500,7000,0,75000
6501,12000,0,52000
6502,7000,0,75800
6503,7000,0,76000
6504,6000,0,52000
6505,7000,0,78300
6506,18000,0,52000
6507,7000,0,79000
6508,7000,0,80000
6509,7000,1,74000
6510,7000,0,80000
6511,7000,0,80000
6512,7000,0,80400
6513,12800,0,52000
6514,7000,0,82000
6515,14500,0,52000
6516,7000,1,76000
6517,22000,0,52000
6518,7000,0,83000
6519,8400,0,52000
6520,13200,0,52000
6521,6000,0,52000
6522,10000,0,52000
6523,7000,0,83236
6524,5000,0,52000
6525,7000,1,66300
6526,2000,0,52000
6527,13250,0,52000
6528,3300,0,52000
6529,7000,0,85000
6530,6250,0,27311
6531,6000,0,52000
6532,6250,1,28500
6533,6250,0,29000
